"naics","business","month","sales_millions","ordering"
"44412","Paint and wallpaper stores",2022 Nov,1293,26
"44412","Paint and wallpaper stores",2022 Dec,1144,26
"44812","Women's clothing stores",2022 Jan,2484,38
"44812","Women's clothing stores",2022 Feb,2813,38
"44812","Women's clothing stores",2022 Mar,3793,38
"44812","Women's clothing stores",2022 Apr,3733,38
"44812","Women's clothing stores",2022 May,3815,38
"44812","Women's clothing stores",2022 Jun,3333,38
"44812","Women's clothing stores",2022 Jul,3305,38
"44812","Women's clothing stores",2022 Aug,3396,38
"44812","Women's clothing stores",2022 Sep,3279,38
"44812","Women's clothing stores",2022 Oct,3339,38
"44812","Women's clothing stores",2022 Nov,3888,38
"44812","Women's clothing stores",2022 Dec,4660,38
"45111","Sporting goods stores",2022 Jan,3886,44
"45111","Sporting goods stores",2022 Feb,4022,44
"45111","Sporting goods stores",2022 Mar,5271,44
"45111","Sporting goods stores",2022 Apr,5228,44
"45111","Sporting goods stores",2022 May,5278,44
"45111","Sporting goods stores",2022 Jun,5949,44
"45111","Sporting goods stores",2022 Jul,5658,44
"45111","Sporting goods stores",2022 Aug,5887,44
"45111","Sporting goods stores",2022 Sep,4953,44
"45111","Sporting goods stores",2022 Oct,4957,44
"45111","Sporting goods stores",2022 Nov,5271,44
"45111","Sporting goods stores",2022 Dec,7385,44
